,Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,DC/S,CT/S,CP/S,L1/S,L2/S,L3/S,L4/S,L5/S,L6/S,VP/S,NP/S,PP/S,Avg_NP,Avg_PP,Avg_VP,Sbar/S,treeH/S,W/S,letter/W,Syl/W,NV,VV1,svv,cvv,advvv,adjvv,LD,ttr,rttr,cttr,bttr,uber,awlF,ari,aspw,cole_l_i,dale_c_r,diff_w,flesch_k_g,flesch_e_r,gun_fog,lexi_c,linsear_w,li_x
225,352.txt,168,17,31,26,17,7,6,5,18,9.8824,9.8824,6.4615,1.5294,1.8235,1.5294,0.2692,0.4118,1.0,0.3529,0.2941,0.1923,1.0588,0.6923,0.4117647059,0.3529411765,0.2941176471,4.1176470588,1.9411764706,0.5882352941,0.11764705880000001,0.0,0.0,2.05,3.3,0.8,3.0606060606,3.0606060606,3.0606060606,0.35,8.8,12.3125,3.6345177664999997,1.2944162437,0.4227642276,0.2764227642,9.3983739837,2.1677608244,0.0243902439,0.0975609756,0.5126903553000001,0.6243654822,8.7633871485,6.1966504789,0.9108458811,49.163833972700004,0.005076142131979695,5.3,1.3,7.75,6.91,0.14720812182741116,3.8,86.3,13.147951807228916,166,4.333333333333333,27.765269461077843
226,47.txt,71,5,8,8,5,3,2,3,9,14.2,14.2,8.875,1.6,1.6,1.6,0.375,0.6,1.0,0.4,0.6,0.375,1.8,1.125,0.6,0.4,0.6,4.2,2.8,1.4,0.6,0.0,0.0,2.2,4.8,1.8,3.7916666667000003,3.7916666667000003,3.7916666667000003,0.6,11.0,16.0,4.2375,1.5,0.5,0.17307692309999997,1.5576923077,0.8825226081,0.0769230769,0.09615384619999999,0.55,0.65,5.8137767415,4.1109609582,0.9016932228,36.2417504047,0.0,9.0,1.5,10.9,8.34,0.225,7.6,65.52,17.820845070422536,71,5.4,40.96056338028169
227,232.txt,317,31,49,44,33,9,9,6,35,10.2258,9.6061,7.2045,1.4194,1.4848,1.3333,0.2045,0.2727,1.0645,0.2727,0.1818,0.1364,1.0606,0.7955,0.2903225806,0.2903225806,0.1935483871,3.8064516129,1.8709677419,1.0967741935,0.2258064516,0.0,0.0,2.0909090909,3.6060606061000002,0.696969697,2.5882352941,2.5882352941,2.5882352941,0.2727272727,8.7575757576,11.870967741900001,3.8288043478,1.3858695652000002,0.5163043478,0.3097826087,17.6576086957,2.9713304003,0.09239130429999999,0.1630434783,0.5407608696,0.5,9.591663046599999,6.7823299830999995,0.8826781567,39.2348922692,0.016304347826086956,6.0,1.3,8.56,6.32,0.11684782608695653,3.8,86.2,11.677707006369427,314,3.2272727272727275,31.837579617834393
228,698.txt,171,18,27,25,18,8,6,2,20,9.5,9.5,6.84,1.3889,1.5,1.3889,0.32,0.4444,1.0,0.3333,0.1111,0.08,1.1111,0.8,0.44444444439999997,0.3333333333,0.11111111109999999,3.2777777778,1.3888888889,1.3888888889,0.3333333333,0.0,0.0,1.7368421053,3.6842105263,1.1052631579,2.6571428571,2.6571428571,2.6571428571,0.42105263159999995,9.210526315800001,12.7333333333,4.2041884817,1.5078534031,0.48275862070000003,0.2413793103,6.7586206897,1.83829006,0.07758620690000001,0.1379310345,0.5706806283,0.6073298429,8.3934654214,5.9350763171,0.9050538317,45.312571249899996,0.03664921465968586,7.0,1.4,10.23,7.69,0.19895287958115182,4.6,78.96,14.821796407185628,167,3.166666666666667,37.443712574850295
229,301.txt,132,13,18,16,13,2,2,3,13,10.1538,10.1538,8.25,1.2308,1.3846,1.2308,0.125,0.1538,1.0,0.1538,0.2308,0.1875,1.0,0.8125,0.1538461538,0.1538461538,0.23076923079999997,3.6923076923,1.6923076923,1.2307692308,0.3846153846,0.0,0.0,1.8571428571000002,3.7857142857,1.3571428571000002,2.5283018868,2.5283018868,2.5283018868,0.21428571429999999,8.857142857100001,12.833333333299999,4.0779220779,1.4090909091,0.4526315789,0.2526315789,6.063157894700001,1.7411430003,0.0631578947,0.0842105263,0.525974026,0.6168831169,7.655318158200001,5.4131273818,0.9040936556,42.9286637263,0.025974025974025976,7.5,1.4,10.7,7.29,0.16883116883116883,4.8,78.25,14.0,130,3.5999999999999996,35.954198473282446
230,408.txt,238,22,34,31,22,8,5,4,26,10.8182,10.8182,7.6774,1.4091,1.5455,1.4091,0.2581,0.3636,1.0,0.2273,0.1818,0.129,1.1818,0.8387,0.3636363636,0.2272727273,0.1818181818,2.7727272726999996,2.5,0.9545454545000001,0.6363636364,0.0454545455,0.0,2.0833333333,3.25,1.0833333333,2.4871794872,2.4871794872,2.4871794872,0.2916666667,8.7916666667,12.7619047619,4.317164179100001,1.5,0.4539877301,0.30674846629999997,15.3374233129,2.7692438781,0.0797546012,0.11042944789999999,0.578358209,0.6082089552000001,9.956809715,7.0405276685,0.9110645792000001,52.1809571763,0.018656716417910446,8.4,1.5,11.75,7.54,0.1865671641791045,6.2,69.18,14.787008547008547,234,3.45,39.23247863247863
231,437.txt,314,23,46,37,24,11,10,4,32,13.6522,13.0833,8.4865,1.6087,1.9167,1.5417,0.2973,0.4583,1.0435,0.4167,0.1667,0.1081,1.3333,0.8649,0.4782608696,0.43478260869999996,0.1739130435,5.1304347826,2.0434782609,1.3043478260999999,0.43478260869999996,0.0,0.0,2.1481481481,4.6666666667,1.3333333333,2.6666666667,2.6666666667,2.6666666667,0.3333333333,9.5185185185,16.136363636400002,3.9295774648000004,1.4197183099000001,0.5423728814,0.2937853107,15.2768361582,2.763768818,0.0734463277,0.186440678,0.5464788732,0.4985915493,9.3941845961,6.6426916316,0.881479207,38.4967755177,0.011267605633802818,7.5,1.3,9.56,6.4,0.11549295774647887,5.0,83.25,12.684675324675325,308,3.8499999999999996,35.40647249190938
232,738.txt,174,16,32,23,15,6,3,2,26,10.875,11.6,7.5652,1.4375,2.1333,1.5333,0.2609,0.4,0.9375,0.2,0.1333,0.087,1.7333,1.1304,0.375,0.1875,0.125,4.0,1.75,1.125,0.3125,0.0,0.0,2.5,3.9444444444,0.8888888889,3.0281690141000004,3.0281690141000004,3.0281690141000004,0.2777777778,9.0555555556,12.125,4.237113402099999,1.4587628866,0.47244094490000005,0.25196850390000003,8.062992126000001,2.0078585764,0.062992126,0.094488189,0.5773195876,0.6546391753,9.1180686144,6.4474481486,0.9195743204000001,55.3876581291,0.010309278350515464,7.4,1.4,10.59,8.03,0.21649484536082475,4.8,78.25,15.882352941176471,170,3.25,36.900584795321635
233,601.txt,170,13,24,16,12,3,2,5,22,13.0769,14.1667,10.625,1.2308,2.0,1.3333,0.1875,0.25,0.9231,0.1667,0.4167,0.3125,1.8333,1.375,0.23076923079999997,0.1538461538,0.3846153846,4.6153846154,3.0,1.4615384615,0.3076923077,0.0,0.0769230769,2.4666666666999997,4.4666666667,1.1333333333,3.2985074627,3.2985074627,3.2985074627,0.2666666667,9.6666666667,14.3846153846,3.4759358289,1.2834224599,0.5043478261,0.252173913,7.3130434783,1.9122033728,0.026086956499999998,0.147826087,0.5721925134,0.614973262,8.4096328775,5.9465084349,0.907060525,46.3090697221,0.0053475935828877,4.7,1.3,6.65,6.67,0.13368983957219252,4.2,85.28,12.81,160,4.388888888888889,24.362962962962964
234,441.txt,124,12,21,18,13,4,4,4,15,10.3333,9.5385,6.8889,1.5,1.6154,1.3846,0.2222,0.3077,1.0833,0.3077,0.3077,0.2222,1.1538,0.8333,0.3333333333,0.3333333333,0.3333333333,4.25,2.0833333333,1.3333333333,0.1666666667,0.0,0.0,1.9285714286000002,3.0714285714,0.8571428570999999,2.6744186047,2.6744186047,2.6744186047,0.2857142857,9.0714285714,11.833333333299999,3.8309859155000003,1.3732394366,0.3229166667,0.25,6.0,1.7320508075999999,0.09375,0.1458333333,0.5492957746,0.676056338,8.0561410396,5.6965519593,0.9210063504000001,53.2168559154,0.0,5.4,1.3,7.92,7.46,0.18309859154929578,3.8,86.4,14.507096774193549,124,3.9000000000000004,24.700000000000003
235,772.txt,177,15,26,21,15,5,4,3,25,11.8,11.8,8.4286,1.4,1.7333,1.4,0.2381,0.3333,1.0,0.2667,0.2,0.1429,1.6667,1.1905,0.3333333333,0.2666666667,0.2,3.8,1.8666666666999998,1.5333333333,0.3333333333,0.1333333333,0.0,1.8823529412,4.5294117647,1.2941176471,3.1038961039,3.1038961039,3.1038961039,0.2941176471,9.4705882353,14.2857142857,3.97,1.475,0.5555555556,0.25,6.75,1.8371173071,0.0462962963,0.1388888889,0.535,0.54,7.6367532368,5.4,0.8837015421,35.5774845058,0.0,7.9,1.4,10.71,7.48,0.175,5.3,77.03,14.813333333333333,168,3.1818181818181817,35.00952380952381
236,342.txt,220,23,38,31,23,9,8,6,26,9.5652,9.5652,7.0968,1.3478,1.6522,1.3478,0.2903,0.3913,1.0,0.3478,0.2609,0.1935,1.1304,0.8387,0.3913043478,0.347826087,0.2608695652,3.7391304348000003,2.347826087,0.7391304348000001,0.1739130435,0.0,0.0,1.9230769231,3.1538461538,0.8846153845999999,3.1829268293,3.1829268293,3.1829268293,0.4230769231,8.5384615385,11.5,3.6047430830000002,1.3003952569,0.4066666667,0.2933333333,12.906666666700001,2.5403411844,0.0466666667,0.1133333333,0.5098814228999999,0.5928853755,9.430419201900001,6.6683133671000006,0.9055273091,48.0272876015,0.015810276679841896,4.9,1.3,7.23,6.65,0.13438735177865613,4.0,85.79,12.627281105990784,217,4.444444444444445,27.79497716894977
237,685.txt,175,17,28,21,17,2,2,3,16,10.2941,10.2941,8.3333,1.2353,1.6471,1.2353,0.0952,0.1176,1.0,0.1176,0.1765,0.1429,0.9412,0.7619,0.11764705880000001,0.11764705880000001,0.1764705882,4.8235294118,0.7647058823999999,0.8823529412000001,0.1764705882,0.0,0.0,1.8947368421000002,3.5789473683999997,0.7894736842,2.8088235294,2.8088235294,2.8088235294,0.2631578947,8.3684210526,11.4705882353,3.8307692307999996,1.4307692308000002,0.47200000000000003,0.248,7.688,1.9606121493000002,0.008,0.128,0.5487179487,0.641025641,8.9514359255,6.3296210443,0.9156673889,52.4249086236,0.0,6.0,1.4,8.56,6.88,0.14871794871794872,5.0,77.74,13.104761904761904,168,3.7,30.738095238095237
238,567.txt,166,17,27,23,17,5,3,1,19,9.7647,9.7647,7.2174,1.3529,1.5882,1.3529,0.2174,0.2941,1.0,0.1765,0.0588,0.0435,1.1176,0.8261,0.2941176471,0.1764705882,0.058823529400000005,3.0,1.7647058824000001,1.1764705882,0.11764705880000001,0.0,0.0,2.0,3.0,0.7894736842,2.6666666667,2.6666666667,2.6666666667,0.3157894737,9.1052631579,11.625,3.9032258064999996,1.3655913978,0.34375,0.265625,9.03125,2.125,0.0703125,0.125,0.5537634409000001,0.688172043,9.3854153614,6.6364908463,0.9284855479999999,62.9948192401,0.010752688172043012,5.7,1.3,8.89,6.54,0.13440860215053763,3.0,88.33,11.64930817610063,159,3.166666666666667,29.51801242236025
239,733.txt,185,17,37,26,18,10,5,4,15,10.8824,10.2778,7.1154,1.5294,2.0556,1.4444,0.3846,0.5556,1.0588,0.2778,0.2222,0.1538,0.8333,0.5769,0.5882352941,0.2941176471,0.23529411760000002,4.0,2.3529411765,0.9411764706,0.2941176471,0.0,0.0,2.7777777778,3.0555555556,0.9444444444,2.3818181818,2.3818181818,2.3818181818,0.5555555556,10.4444444444,12.2352941176,3.4663461538,1.3076923077,0.4471544715,0.2926829268,10.5365853659,2.295276167,0.0569105691,0.1219512195,0.5432692308,0.5913461538,8.528515517,6.0305711555,0.9015737748999999,44.0790979443,0.0,4.4,1.3,7.22,7.03,0.15384615384615385,3.3,87.62,13.081860465116279,172,3.3636363636363633,25.48418079096045
240,659.txt,400,40,67,55,41,13,12,3,38,10.0,9.7561,7.2727,1.375,1.6341,1.3415,0.2364,0.3171,1.025,0.2927,0.0732,0.0545,0.9268,0.6909,0.325,0.3,0.075,3.55,2.075,1.05,0.225,0.0,0.0,2.3902439024,3.7804878049,0.9756097561,2.7419354839,2.7419354839,2.7419354839,0.3170731707,9.3658536585,12.054054054100002,3.9327354260000003,1.3565022422,0.48497854079999997,0.3175965665,23.5021459227,3.4279838041,0.0815450644,0.1545064378,0.5426008969,0.5224215247,11.032869764800001,7.801417026599999,0.8935661392,45.764227160699996,0.008968609865470852,5.8,1.3,8.78,6.58,0.1367713004484305,3.3,87.52,11.984909560723514,387,3.409090909090909,28.125831202046037
241,538.txt,121,11,20,19,11,7,6,1,19,11.0,11.0,6.3684,1.7273,1.8182,1.7273,0.3684,0.6364,1.0,0.5455,0.0909,0.0526,1.7273,1.0,0.6363636364,0.5454545454999999,0.0909090909,3.9090909091,2.0,1.0,0.2727272727,0.0,0.0,2.0833333333,4.25,1.0,3.0784313725,3.0784313725,3.0784313725,0.5833333333,9.5,12.2727272727,3.9111111111000003,1.4370370369999999,0.39361702130000004,0.2021276596,3.8404255319,1.3857174192,0.0638297872,0.1170212766,0.5407407407,0.6962962963,8.090231878700001,5.7206578228,0.9262059695999999,57.0239452376,0.007407407407407408,6.1,1.4,8.91,7.4,0.17777777777777778,5.1,77.64,14.445128205128206,117,3.454545454545454,35.386324786324785
242,323.txt,167,18,24,24,18,7,5,2,20,9.2778,9.2778,6.9583,1.3333,1.3333,1.3333,0.2917,0.3889,1.0,0.2778,0.1111,0.0833,1.1111,0.8333,0.3888888889,0.2777777778,0.11111111109999999,2.6666666667,2.3888888889,0.9444444444,0.22222222219999999,0.055555555599999994,0.0,1.35,3.45,0.7,2.6231884058,2.6231884058,2.6231884058,0.35,8.05,11.176470588199999,4.089473684200001,1.4105263158,0.45454545450000006,0.2909090909,9.3090909091,2.1574395599000002,0.0454545455,0.1181818182,0.5263157895,0.5789473684,7.9802387512,5.6428809365,0.895837393,40.4258898452,0.005263157894736842,7.5,1.3,10.59,6.87,0.14736842105263157,3.7,86.6,12.953580246913582,162,3.2727272727272725,32.93950617283951
243,109.txt,95,5,11,8,5,3,2,7,13,19.0,19.0,11.875,1.6,2.2,1.6,0.375,0.6,1.0,0.4,1.4,0.875,2.6,1.625,0.6,0.4,1.4,5.2,5.4,2.8,1.0,0.0,0.0,2.6666666667,6.166666666699999,1.5,3.972972973,3.972972973,3.972972973,0.5,11.166666666700001,21.6,4.1296296296,1.4814814815000001,0.5142857143,0.2,2.8,1.1832159566,0.028571428599999997,0.1714285714,0.5925925926,0.6481481481,6.7357531405,4.7628967221,0.9073849143000001,41.624109720999996,0.046296296296296294,11.1,1.4,11.02,8.4,0.21296296296296297,8.3,69.11,19.28421052631579,95,8.9,36.89473684210526
244,644.txt,409,42,63,46,42,6,5,9,38,9.7381,9.7381,8.8913,1.0952,1.5,1.0952,0.1304,0.1429,1.0,0.11900000000000001,0.2143,0.1957,0.9048,0.8261,0.14285714289999998,0.11904761900000001,0.21428571429999999,3.619047619,1.880952381,1.0238095238,0.14285714289999998,0.0,0.0,2.0666666666999998,3.0444444444,0.8888888889,2.7226277372000003,2.7226277372000003,2.7226277372000003,0.1333333333,8.4666666667,11.7,3.7307692308,1.3269230769,0.5060728745,0.2995951417,22.170040485799998,3.3294174029000003,0.052631578899999996,0.1457489879,0.5299145299,0.5277777778,11.417579039000001,8.0734475632,0.8960586720999999,47.495402418000005,0.002136752136752137,5.2,1.3,8.32,6.9,0.1517094017094017,3.2,87.92,12.691717171717173,396,4.05,27.658560794044664
245,491.txt,304,35,47,41,35,4,4,6,33,8.6857,8.6857,7.4146,1.1714,1.3429,1.1714,0.0976,0.1143,1.0,0.1143,0.1714,0.1463,0.9429,0.8049,0.1142857143,0.1142857143,0.1714285714,2.9714285713999997,1.3142857143,1.1142857143,0.1714285714,0.0,0.0,1.5789473684,3.3157894737,0.8157894737000001,2.8888888889,2.8888888889,2.8888888889,0.1315789474,8.4210526316,10.0571428571,3.8835227273000004,1.4517045455000002,0.5340909091,0.3011363636,15.9602272727,2.8249094917,0.034090909100000004,0.1534090909,0.5113636364,0.5,9.380831519600001,6.6332495807,0.8817887483,38.5688717962,0.019886363636363636,5.8,1.4,9.13,7.22,0.16761363636363635,4.3,79.56,13.452972972972972,296,3.545454545454546,33.19664429530201
246,336.txt,146,12,17,14,12,4,3,3,16,12.1667,12.1667,10.4286,1.1667,1.4167,1.1667,0.2857,0.3333,1.0,0.25,0.25,0.2143,1.3333,1.1429,0.3333333333,0.25,0.25,4.4166666667,2.1666666667,0.6666666667,0.4166666667,0.25,0.0,1.7857142857,4.2857142857,1.4285714286000002,2.6833333333000002,2.6833333333000002,2.6833333333000002,0.21428571429999999,8.714285714299999,14.8181818182,4.355828220899999,1.5337423313,0.44736842109999997,0.18421052629999998,3.8684210526,1.3907589749,0.0175438596,0.0877192982,0.5153374233,0.6993865031000001,8.9291691299,6.3138760421,0.9298057937,62.73658453979999,0.006134969325153374,9.0,1.5,11.99,8.09,0.2147239263803681,6.8,67.86,16.55020979020979,143,5.571428571428571,40.57132867132867
247,87.txt,51,3,6,6,3,3,1,3,8,17.0,17.0,8.5,2.0,2.0,2.0,0.5,1.0,1.0,0.3333,1.0,0.5,2.6667,1.3333,1.0,0.3333333333,1.0,5.3333333333,3.6666666667000003,2.0,0.6666666667,0.0,0.0,1.8,4.4,1.0,2.3181818182,2.3181818182,2.3181818182,0.6,9.4,20.0,4.4,1.6,0.3958333333,0.1666666667,1.3333333333,0.8164965809,0.0208333333,0.0833333333,0.5333333333,0.8,6.1967733539,4.38178046,0.945499567,67.1594459199,0.0,12.8,1.6,14.15,10.05,0.3,9.9,54.22,22.917647058823533,51,7.5,48.372549019607845
248,138.txt,112,11,22,17,10,6,4,1,9,10.1818,11.2,6.5882,1.5455,2.2,1.7,0.3529,0.6,0.9091,0.4,0.1,0.0588,0.9,0.5294,0.5454545454999999,0.3636363636,0.0909090909,3.7272727273000004,1.7272727273,0.9090909091,0.3636363636,0.0,0.0,2.6363636364,3.2727272726999996,0.45454545450000006,2.1666666667,2.1666666667,2.1666666667,0.5454545454999999,8.9090909091,12.0,3.5984848485,1.2878787879,0.3368421053,0.2631578947,6.578947368400001,1.8136906253,0.0736842105,0.11578947369999999,0.5681818182,0.7196969697,8.2686886579,5.8468458215,0.9326360077,63.0471772905,0.007575757575757576,5.5,1.3,7.93,6.91,0.14393939393939395,4.0,85.69,13.30909090909091,110,4.444444444444445,25.545454545454547
249,243.txt,275,30,41,39,31,5,5,5,29,9.1667,8.871,7.0513,1.3,1.3226,1.2581,0.1282,0.1613,1.0333,0.1613,0.1613,0.1282,0.9355,0.7436,0.1666666667,0.1666666667,0.1666666667,3.8,1.7666666667,0.7333333333,0.1333333333,0.0,0.0,1.8333333333000001,3.9666666667,1.0666666667,2.4537815126,2.4537815126,2.4537815126,0.1666666667,8.366666666699999,11.166666666700001,3.4656716418,1.3343283581999998,0.5209580838,0.3353293413,18.7784431138,3.0641836688999997,0.0359281437,0.125748503,0.5074626865999999,0.4985074627,9.1241846906,6.4517728675,0.8802681303000001,37.6274658895,0.0029850746268656717,4.6,1.3,7.39,6.53,0.1253731343283582,3.3,87.62,11.816470588235294,272,2.875,27.482352941176472
250,197.txt,121,10,19,15,10,4,1,1,14,12.1,12.1,8.0667,1.5,1.9,1.5,0.2667,0.4,1.0,0.1,0.1,0.0667,1.4,0.9333,0.4,0.1,0.1,4.1,2.6,1.3,0.2,0.0,0.0,2.3636363636,4.2727272727,1.3636363636000002,2.3617021277,2.3617021277,2.3617021277,0.3636363636,10.0,13.7,3.8175182482,1.3941605838999998,0.44680851060000004,0.2765957447,7.1914893616999995,1.8962448895,0.0638297872,0.05319148940000001,0.5766423358,0.6861313869,8.0309619825,5.6787476773000005,0.9234374789,54.797681920600006,0.0,6.2,1.4,8.57,7.15,0.16058394160583941,5.6,76.32,14.15495798319328,119,4.611111111111111,28.706722689075633
251,430.txt,295,26,43,37,26,9,8,3,27,11.3462,11.3462,7.973,1.4231,1.6538,1.4231,0.2432,0.3462,1.0,0.3077,0.1154,0.0811,1.0385,0.7297,0.34615384619999995,0.3076923077,0.11538461539999999,3.8076923077,2.5769230769,1.0384615385,0.1538461538,0.1538461538,0.0,2.2857142857,4.0,1.2857142857,2.5625,2.5625,2.5625,0.32142857140000003,9.142857142899999,13.52,3.8047337277999995,1.3224852071,0.5217391304,0.3097826087,17.6576086957,2.9713304003,0.0543478261,0.09782608699999999,0.5355029586,0.5443786982,10.0082805953,7.076923076900001,0.8955683763,44.721429988100006,0.008875739644970414,6.3,1.2,8.74,6.42,0.12130177514792899,2.9,93.95,12.11573883161512,291,5.0,31.81855670103093
252,171.txt,140,12,21,15,13,2,2,2,15,11.6667,10.7692,9.3333,1.25,1.6154,1.1538,0.1333,0.1538,1.0833,0.1538,0.1538,0.1333,1.1538,1.0,0.1666666667,0.1666666667,0.1666666667,4.0833333333,2.6666666667,0.5833333333,0.1666666667,0.0,0.0,2.2142857143,3.4285714286,1.1428571429,2.5625,2.5625,2.5625,0.21428571429999999,8.642857142899999,14.6363636364,3.6956521738999997,1.3105590062,0.4174757282,0.2718446602,7.611650485399999,1.95085244,0.0291262136,0.1262135922,0.5403726708,0.6397515528000001,8.1175371843,5.739965589500001,0.9120960773000001,48.0902102784,0.006211180124223602,6.2,1.3,8.68,7.0,0.14906832298136646,4.2,85.39,13.631111111111114,135,3.5,28.211764705882352
253,368.txt,148,14,22,19,13,6,5,2,14,10.5714,11.3846,7.7895,1.3571,1.6923,1.4615,0.3158,0.4615,0.9286,0.3846,0.1538,0.1053,1.0769,0.7368,0.42857142859999997,0.3571428571,0.14285714289999998,3.3571428571,2.3571428571,0.6428571429,0.21428571429999999,0.0,0.0,2.5,3.7142857143,1.0714285714,2.8269230769,2.8269230769,2.8269230769,0.42857142859999997,9.357142857100001,12.461538461500002,4.1851851852,1.4567901235,0.36283185840000004,0.24778761059999999,6.9380530973,1.8625322947,0.0530973451,0.12389380529999999,0.549382716,0.6975308642,8.8781184749,6.2777777778,0.9291986839,62.04238535060001,0.006172839506172839,6.9,1.4,9.72,8.18,0.22839506172839505,5.0,77.84,16.36689655172414,145,5.25,32.46896551724138
254,531.txt,95,9,13,11,8,3,2,3,14,10.5556,11.875,8.6364,1.2222,1.625,1.375,0.2727,0.375,0.8889,0.25,0.375,0.2727,1.75,1.2727,0.3333333333,0.22222222219999999,0.3333333333,2.4444444444,2.2222222222,1.2222222222,0.44444444439999997,0.0,0.0,1.4,4.0,0.7,3.0,3.0,3.0,0.3,8.5,11.0,4.1636363636,1.4818181818,0.42857142859999997,0.1818181818,2.5454545455,1.1281521496,0.038961038999999996,0.22077922079999998,0.6090909091,0.7,7.3416619372000005,5.191338941000001,0.9241194695,52.9015168112,0.0,8.5,1.5,11.86,8.6,0.23636363636363636,6.1,69.58,17.38434782608696,92,3.8888888888888893,39.54782608695652
255,777.txt,401,43,59,54,45,8,7,6,33,9.3256,8.9111,7.4259,1.2558,1.3111,1.2,0.1481,0.1778,1.0465,0.1556,0.1333,0.1111,0.7333,0.6111,0.1860465116,0.1627906977,0.1395348837,3.2325581395,1.6046511628,1.1860465116,0.0930232558,0.0,0.0,1.6739130435,3.5,1.0434782609,2.3602484472,2.3602484472,2.3602484472,0.1956521739,8.2391304348,11.146341463399999,3.95404814,1.4157549234,0.5675675675999999,0.3063063063,20.828828828800003,3.2271371856,0.08108108110000001,0.1396396396,0.5317286652000001,0.4857768053,10.384721987899999,7.3431073384,0.8821153743000001,40.4275345743,0.002188183807439825,5.9,1.4,9.13,6.74,0.14442013129102846,4.4,79.36,12.29469387755102,392,3.8499999999999996,32.13232323232323
256,241.txt,318,30,45,35,29,6,6,3,35,10.6,10.9655,9.0857,1.1667,1.5517,1.2069,0.1714,0.2069,0.9667,0.2069,0.1034,0.0857,1.2069,1.0,0.2,0.2,0.1,4.5333333333,2.1333333333,1.2333333333,0.1666666667,0.033333333300000004,0.0,2.125,3.71875,0.9375,3.3193277311,3.3193277311,3.3193277311,0.15625,9.21875,12.482758620699999,3.9585635358999998,1.4585635359,0.5170454545000001,0.3181818182,17.8181818182,2.9848100289999997,0.0625,0.1931818182,0.5303867403,0.48618784530000003,9.2503546296,6.540988487000001,0.8775961020999999,37.0706870965,0.008287292817679558,5.8,1.4,8.67,6.61,0.13812154696132597,4.8,78.35,12.24930817610063,318,3.3636363636363633,30.654716981132076
257,62.txt,48,5,6,5,4,1,1,2,5,9.6,12.0,9.6,1.0,1.5,1.25,0.2,0.25,0.8,0.25,0.5,0.4,1.25,1.0,0.2,0.2,0.4,3.0,1.6,1.4,0.4,0.0,0.0,1.8,4.0,1.0,3.5,3.5,3.5,0.2,9.0,11.2,4.1964285714,1.4821428571000002,0.46341463409999994,0.1707317073,1.1951219512,0.7730206825,0.0487804878,0.0487804878,0.5357142857,0.7321428570999999,5.478855459199999,3.8741358483,0.9225459915,44.2319395871,0.0,7.7,1.5,11.23,8.72,0.25,5.9,70.19,17.50666666666667,48,3.8,34.6
258,458.txt,141,11,22,17,11,5,4,2,12,12.8182,12.8182,8.2941,1.5455,2.0,1.5455,0.2941,0.4545,1.0,0.3636,0.1818,0.1176,1.0909,0.7059,0.45454545450000006,0.3636363636,0.1818181818,5.2727272727,2.5454545455,1.1818181818,0.6363636364,0.0909090909,0.0,2.6428571429,3.5714285714,0.7857142856999999,2.64,2.64,2.64,0.3571428571,9.285714285700001,14.0,4.1298701299000005,1.4610389609999999,0.396039604,0.2772277228,7.7623762376,1.9700731252,0.0297029703,0.099009901,0.525974026,0.6558441558,8.1388119367,5.7550091112,0.9162525203,50.492454494200004,0.0,7.4,1.4,9.56,7.67,0.19480519480519481,5.8,75.61,15.673093525179858,139,5.714285714285714,37.06043165467626
259,149.txt,135,11,18,16,13,1,1,4,12,12.2727,10.3846,8.4375,1.4545,1.3846,1.2308,0.0625,0.0769,1.1818,0.0769,0.3077,0.25,0.9231,0.75,0.0909090909,0.0909090909,0.3636363636,4.5454545455,2.1818181818,0.9090909091,0.1818181818,0.0,0.0,2.8181818182,4.2727272727,0.9090909091,2.4680851064,2.4680851064,2.4680851064,0.0909090909,9.5454545455,14.0,3.5714285714,1.3116883117,0.3846153846,0.23076923079999997,5.5384615385,1.6641005887,0.057692307699999994,0.1442307692,0.5519480519,0.6753246753000001,8.3805588259,5.9259499759,0.9220636495000001,54.9477104981,0.0,5.3,1.3,7.35,6.5,0.12337662337662338,4.4,84.68,12.557575757575759,132,5.0625,24.87878787878788
260,665.txt,150,9,23,16,10,3,3,2,16,16.6667,15.0,9.375,1.7778,2.3,1.6,0.1875,0.3,1.1111,0.3,0.2,0.125,1.6,1.0,0.3333333333,0.3333333333,0.22222222219999999,7.7777777778,3.4444444444,1.2222222222,0.3333333333,0.0,0.0,3.4615384614999996,3.9230769231,1.2307692308,2.7647058824,2.7647058824,2.7647058824,0.23076923079999997,10.4615384615,17.888888888900002,4.0310559006,1.4347826087,0.4270833333,0.2916666667,8.1666666667,2.0207259422,0.0625,0.1458333333,0.5527950311,0.5962732919,7.5658598999,5.3498708406999995,0.8982454187000001,40.2920910339,0.0,8.5,1.4,9.34,7.25,0.16149068322981366,7.2,71.95,15.603287671232875,146,5.857142857142857,38.11780821917808
